Date,Dive,Site,Site_Depth_m,Quadrat,Quadrat_Depth_m,Species,Diameter,Notes
5/13/2023,2,Honaunau_1,6,K9,5.7,Echinometra mathaei,3,
5/13/2023,2,Honaunau_1,6,K9,5.7,Echinometra mathaei,4,
5/13/2023,2,Honaunau_1,6,K9,5.7,Echinometra mathaei,4,
5/13/2023,2,Honaunau_1,6,K10,5.5,Heterocentrotus mamillatus,4,
5/13/2023,2,Honaunau_1,6,K10,5.5,Heterocentrotus mamillatus,6,
5/13/2023,2,Honaunau_1,6,K10,5.5,Heterocentrotus mamillatus,6,
5/13/2023,2,Honaunau_1,6,K10,5.5,Echinometra mathaei,3,
5/13/2023,2,Honaunau_1,6,K10,5.5,Echinometra mathaei,4,
5/13/2023,2,Honaunau_1,6,K10,5.5,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,K10,5.5,Echinometra mathaei,2.5,
5/13/2023,2,Honaunau_1,6,K10,5.5,Echinometra mathaei,2.5,
5/13/2023,2,Honaunau_1,6,K10,5.5,Echinometra mathaei,1.5,
5/13/2023,2,Honaunau_1,6,K10,5.5,Echinometra mathaei,3,
5/13/2023,2,Honaunau_1,6,K10,5.5,Echinometra mathaei,0.5,
5/13/2023,2,Honaunau_1,6,K10,5.5,Echinostrephus aciculatus,2,
5/13/2023,3,Honaunau_1,6,K11,6.2,Echinometra mathaei,1.5,
5/13/2023,3,Honaunau_1,6,K11,6.2,Echinometra mathaei,1.5,
5/13/2023,3,Honaunau_1,6,K11,6.2,Echinometra mathaei,2,
5/13/2023,3,Honaunau_1,6,K11,6.2,Echinometra mathaei,2,
5/13/2023,3,Honaunau_1,6,K11,6.2,Echinometra mathaei,4,
5/13/2023,3,Honaunau_1,6,K11,6.2,Echinometra mathaei,3,
5/13/2023,3,Honaunau_1,6,K11,6.2,Echinometra mathaei,4,
5/13/2023,3,Honaunau_1,6,K11,6.2,Echinometra mathaei,2,
5/13/2023,3,Honaunau_1,6,K11,6.2,Echinometra mathaei,2,
5/13/2023,3,Honaunau_1,6,K11,6.2,Echinometra mathaei,2.5,
5/13/2023,3,Honaunau_1,6,K11,6.2,Echinometra mathaei,1,
5/13/2023,3,Honaunau_1,6,K11,6.2,Echinometra mathaei,2,
5/13/2023,3,Honaunau_1,6,K11,6.2,Echinometra mathaei,1.5,
5/13/2023,3,Honaunau_1,6,K11,6.2,Echinometra mathaei,2.5,
5/13/2023,3,Honaunau_1,6,K11,6.2,Echinometra mathaei,3,
5/13/2023,3,Honaunau_1,6,K11,6.2,Echinometra mathaei,1.5,
5/13/2023,3,Honaunau_1,6,K11,6.2,Echinometra mathaei,2,
5/13/2023,3,Honaunau_1,6,K11,6.2,Heterocentrotus mamillatus,2.5,
5/13/2023,3,Honaunau_1,6,K11,6.2,Heterocentrotus mamillatus,3,
5/13/2023,3,Honaunau_1,6,K12,6.8,Echinometra mathaei,2,
5/13/2023,3,Honaunau_1,6,K12,6.8,Echinometra mathaei,1.5,
5/13/2023,3,Honaunau_1,6,K12,6.8,Echinometra mathaei,1,
5/13/2023,3,Honaunau_1,6,K13,5.9,Echinometra mathaei,2,
5/13/2023,3,Honaunau_1,6,K13,5.9,Echinometra mathaei,3,
5/13/2023,3,Honaunau_1,6,K13,5.9,Echinometra mathaei,3,
5/13/2023,3,Honaunau_1,6,K13,5.9,Echinometra mathaei,5,
5/13/2023,3,Honaunau_1,6,K13,5.9,Echinometra mathaei,3,
5/13/2023,3,Honaunau_1,6,K13,5.9,Echinometra mathaei,2.5,
5/13/2023,3,Honaunau_1,6,K13,5.9,Echinometra mathaei,2.5,
5/13/2023,3,Honaunau_1,6,K13,5.9,Echinometra mathaei,4,
5/13/2023,3,Honaunau_1,6,K13,5.9,Echinometra mathaei,3.5,
5/13/2023,3,Honaunau_1,6,K13,5.9,Echinometra mathaei,3.5,
5/13/2023,3,Honaunau_1,6,K13,5.9,Echinometra mathaei,2,
5/13/2023,3,Honaunau_1,6,K13,5.9,Echinometra mathaei,1.5,
5/13/2023,3,Honaunau_1,6,K13,5.9,Echinometra mathaei,2,
5/13/2023,3,Honaunau_1,6,K13,5.9,Heterocentrotus mamillatus,6,
5/13/2023,1,Honaunau_1,6,L1,5.6,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L1,5.6,Echinometra mathaei,2.5,
5/13/2023,1,Honaunau_1,6,L1,5.6,Echinometra mathaei,3,
5/13/2023,1,Honaunau_1,6,L1,5.6,Echinometra mathaei,1.5,
5/13/2023,1,Honaunau_1,6,L1,5.6,Echinometra mathaei,2.5,
5/13/2023,1,Honaunau_1,6,L1,5.6,Echinometra mathaei,3,
5/13/2023,1,Honaunau_1,6,L1,5.6,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L1,5.6,Echinometra mathaei,3,
5/13/2023,1,Honaunau_1,6,L1,5.6,Echinometra mathaei,2.5,
5/13/2023,1,Honaunau_1,6,L1,5.6,Echinometra mathaei,1,
5/13/2023,1,Honaunau_1,6,L1,5.6,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L1,5.6,Echinometra mathaei,1.5,
5/13/2023,1,Honaunau_1,6,L1,5.6,Echinometra mathaei,3,
5/13/2023,1,Honaunau_1,6,L1,5.6,Echinometra mathaei,3,
5/13/2023,1,Honaunau_1,6,L1,5.6,Echinometra mathaei,1.5,
5/13/2023,1,Honaunau_1,6,L1,5.6,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L1,5.6,Echinometra mathaei,2.5,
5/13/2023,1,Honaunau_1,6,L1,5.6,Echinometra mathaei,3.5,
5/13/2023,1,Honaunau_1,6,L1,5.6,Echinometra mathaei,2.5,
5/13/2023,1,Honaunau_1,6,L1,5.6,Echinometra mathaei,1.5,
5/13/2023,1,Honaunau_1,6,L1,5.6,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L2,6.1,Echinometra mathaei,2.5,
5/13/2023,1,Honaunau_1,6,L2,6.1,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L2,6.1,Echinometra mathaei,3,
5/13/2023,1,Honaunau_1,6,L2,6.1,Echinometra mathaei,1.5,
5/13/2023,1,Honaunau_1,6,L2,6.1,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L2,6.1,Echinometra mathaei,1,
5/13/2023,1,Honaunau_1,6,L2,6.1,Echinometra mathaei,0.5,
5/13/2023,1,Honaunau_1,6,L2,6.1,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L2,6.1,Echinometra mathaei,3,
5/13/2023,1,Honaunau_1,6,L2,6.1,Echinometra mathaei,2.5,
5/13/2023,1,Honaunau_1,6,L2,6.1,Echinometra mathaei,4,
5/13/2023,1,Honaunau_1,6,L2,6.1,Echinometra mathaei,2.5,
5/13/2023,1,Honaunau_1,6,L2,6.1,Echinometra mathaei,2.5,
5/13/2023,1,Honaunau_1,6,L2,6.1,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L2,6.1,Echinometra mathaei,1,
5/13/2023,1,Honaunau_1,6,L2,6.1,Echinometra mathaei,1.5,
5/13/2023,1,Honaunau_1,6,L2,6.1,Echinothrix diadema,9.5,
5/13/2023,1,Honaunau_1,6,L3,6.6,Echinometra mathaei,1,
5/13/2023,1,Honaunau_1,6,L3,6.6,Echinometra mathaei,2.5,
5/13/2023,1,Honaunau_1,6,L3,6.6,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L3,6.6,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L3,6.6,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L3,6.6,Echinometra mathaei,1,
5/13/2023,1,Honaunau_1,6,L3,6.6,Echinometra mathaei,3,
5/13/2023,1,Honaunau_1,6,L3,6.6,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L3,6.6,Echinometra mathaei,1,
5/13/2023,1,Honaunau_1,6,L3,6.6,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L3,6.6,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L3,6.6,Echinometra mathaei,2.5,
5/13/2023,1,Honaunau_1,6,L3,6.6,Echinometra mathaei,3,
5/13/2023,1,Honaunau_1,6,L3,6.6,Echinometra mathaei,2.5,
5/13/2023,1,Honaunau_1,6,L3,6.6,Echinometra mathaei,1.5,
5/13/2023,1,Honaunau_1,6,L3,6.6,Echinometra mathaei,3,
5/13/2023,1,Honaunau_1,6,L3,6.6,Echinometra mathaei,3,
5/13/2023,1,Honaunau_1,6,L3,6.6,Echinometra mathaei,0.5,
5/13/2023,1,Honaunau_1,6,L3,6.6,Echinometra mathaei,1,
5/13/2023,1,Honaunau_1,6,L3,6.6,Echinometra mathaei,0.5,
5/13/2023,1,Honaunau_1,6,L3,6.6,Echinometra mathaei,1,
5/13/2023,1,Honaunau_1,6,L3,6.6,Echinometra mathaei,0.5,
5/13/2023,1,Honaunau_1,6,L3,6.6,Echinometra mathaei,2.5,
5/13/2023,1,Honaunau_1,6,L3,6.6,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L4,6.7,Echinometra mathaei,0.5,
5/13/2023,1,Honaunau_1,6,L4,6.7,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L4,6.7,Echinometra mathaei,3,
5/13/2023,1,Honaunau_1,6,L4,6.7,Echinometra mathaei,3.5,
5/13/2023,1,Honaunau_1,6,L4,6.7,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L4,6.7,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L4,6.7,Echinometra mathaei,1.5,
5/13/2023,1,Honaunau_1,6,L4,6.7,Echinometra mathaei,2.5,
5/13/2023,1,Honaunau_1,6,L4,6.7,Echinometra mathaei,3,
5/13/2023,1,Honaunau_1,6,L4,6.7,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L4,6.7,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L4,6.7,Heterocentrotus mamillatus,6,
5/13/2023,1,Honaunau_1,6,L4,6.7,Echinometra mathaei,1.5,
5/13/2023,1,Honaunau_1,6,L5,6.1,Tripneustes gratilla,5.5,
5/13/2023,1,Honaunau_1,6,L5,6.1,Echinometra mathaei,3,
5/13/2023,1,Honaunau_1,6,L5,6.1,Echinometra mathaei,1.5,
5/13/2023,1,Honaunau_1,6,L5,6.1,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L5,6.1,Echinometra mathaei,2.5,
5/13/2023,1,Honaunau_1,6,L5,6.1,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L5,6.1,Echinometra mathaei,3,
5/13/2023,1,Honaunau_1,6,L5,6.1,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L5,6.1,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L5,6.1,Echinometra mathaei,1.5,
5/13/2023,1,Honaunau_1,6,L5,6.1,Heterocentrotus mamillatus ,4.5,
5/13/2023,1,Honaunau_1,6,L6,6.5,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L6,6.5,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L6,6.5,Echinometra mathaei,1,
5/13/2023,1,Honaunau_1,6,L6,6.5,Echinometra mathaei,1.5,
5/13/2023,1,Honaunau_1,6,L6,6.5,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L6,6.5,Echinometra mathaei,2.5,
5/13/2023,1,Honaunau_1,6,L6,6.5,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L6,6.5,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L6,6.5,Echinometra mathaei,3.5,
5/13/2023,1,Honaunau_1,6,L6,6.5,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L6,6.5,Echinometra mathaei,4,
5/13/2023,1,Honaunau_1,6,L7,6.8,n/a,n/a,Sand
5/13/2023,1,Honaunau_1,6,L8,5.5,Colobocentrotus atratus,1,
5/13/2023,1,Honaunau_1,6,L8,5.5,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L8,5.5,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L8,5.5,Echinometra mathaei,2.5,
5/13/2023,1,Honaunau_1,6,L8,5.5,Echinometra mathaei,1,
5/13/2023,1,Honaunau_1,6,L8,5.5,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L8,5.5,Echinometra mathaei,1,
5/13/2023,1,Honaunau_1,6,L8,5.5,Echinometra mathaei,3,
5/13/2023,1,Honaunau_1,6,L8,5.5,Echinometra mathaei,1.5,
5/13/2023,1,Honaunau_1,6,L8,5.5,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L8,5.5,Echinometra mathaei,2.5,
5/13/2023,1,Honaunau_1,6,L8,5.5,Echinometra mathaei,3,
5/13/2023,1,Honaunau_1,6,L8,5.5,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L8,5.5,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L8,5.5,Echinometra mathaei,1.5,
5/13/2023,1,Honaunau_1,6,L8,5.5,Echinometra mathaei,1,
5/13/2023,1,Honaunau_1,6,L8,5.5,Echinometra mathaei,1.5,
5/13/2023,1,Honaunau_1,6,L8,5.5,Echinometra mathaei,1,
5/13/2023,1,Honaunau_1,6,L8,5.5,Echinometra mathaei,1,
5/13/2023,1,Honaunau_1,6,L8,5.5,Echinometra mathaei,0.5,
5/13/2023,1,Honaunau_1,6,L8,5.5,Echinometra mathaei,0.5,
5/13/2023,1,Honaunau_1,6,L8,5.5,Echinometra mathaei,1,
5/13/2023,1,Honaunau_1,6,L8,5.5,Echinometra mathaei,3.5,
5/13/2023,1,Honaunau_1,6,L8,5.5,Echinometra mathaei,2.5,
5/13/2023,1,Honaunau_1,6,L8,5.5,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L8,5.5,Echinometra mathaei,2,
5/13/2023,1,Honaunau_1,6,L8,5.5,Echinostrephus aciculatus,3,
5/13/2023,1,Honaunau_1,6,L8,5.5,Heterocentrotus mamillatus ,5.5,
5/13/2023,1,Honaunau_1,6,L8,5.5,Heterocentrotus mamillatus,6,
5/13/2023,2,Honaunau_1,6,L9,6.2,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,L9,6.2,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,L9,6.2,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,L9,6.2,Echinometra mathaei,0.5,
5/13/2023,2,Honaunau_1,6,L9,6.2,Echinometra mathaei,2.5,
5/13/2023,2,Honaunau_1,6,L9,6.2,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,L9,6.2,Echinometra mathaei,1.5,
5/13/2023,2,Honaunau_1,6,L9,6.2,Echinometra mathaei,2.5,
5/13/2023,2,Honaunau_1,6,L9,6.2,Echinometra mathaei,1.5,
5/13/2023,2,Honaunau_1,6,L9,6.2,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,L9,6.2,Echinometra mathaei,2.5,
5/13/2023,2,Honaunau_1,6,L9,6.2,Echinometra mathaei,3,
5/13/2023,2,Honaunau_1,6,L9,6.2,Echinometra mathaei,2.5,
5/13/2023,2,Honaunau_1,6,L9,6.2,Echinometra mathaei,2.5,
5/13/2023,2,Honaunau_1,6,L9,6.2,Echinometra mathaei,1.5,
5/13/2023,2,Honaunau_1,6,L9,6.2,Echinometra mathaei,1.5,
5/13/2023,2,Honaunau_1,6,L10,5.4,Heterocentrotus mamillatus,5.5,
5/13/2023,2,Honaunau_1,6,L10,5.4,Heterocentrotus mamillatus,4.5,
5/13/2023,2,Honaunau_1,6,L10,5.4,Heterocentrotus mamillatus,6,
5/13/2023,2,Honaunau_1,6,L10,5.4,Heterocentrotus mamillatus,5,
5/13/2023,2,Honaunau_1,6,L10,5.4,Heterocentrotus mamillatus,5,
5/13/2023,2,Honaunau_1,6,L10,5.4,Heterocentrotus mamillatus,4.5,
5/13/2023,2,Honaunau_1,6,L10,5.4,Heterocentrotus mamillatus,5,
5/13/2023,2,Honaunau_1,6,L10,5.4,Echinometra mathaei,4,
5/13/2023,2,Honaunau_1,6,L10,5.4,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,L10,5.4,Echinometra mathaei,1.5,
5/13/2023,2,Honaunau_1,6,L10,5.4,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,L10,5.4,Echinometra mathaei,1.5,
5/13/2023,2,Honaunau_1,6,L10,5.4,Echinometra mathaei,1,
5/13/2023,2,Honaunau_1,6,L10,5.4,Echinothrix calamaris,2.5,
5/13/2023,2,Honaunau_1,6,L11,6.2,Echinometra mathaei,1.5,
5/13/2023,2,Honaunau_1,6,L11,6.2,Echinometra mathaei,1.5,
5/13/2023,2,Honaunau_1,6,L11,6.2,Heterocentrotus mamillatus,6,
5/13/2023,2,Honaunau_1,6,L11,6.2,Echinometra mathaei,2.5,
5/13/2023,2,Honaunau_1,6,L12,5.2,Echinometra mathaei,3.5,
5/13/2023,2,Honaunau_1,6,L12,5.2,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,L12,5.2,Echinometra mathaei,1.5,
5/13/2023,2,Honaunau_1,6,L12,5.2,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,L12,5.2,Echinometra mathaei,3.5,
5/13/2023,2,Honaunau_1,6,L12,5.2,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,L12,5.2,Echinometra mathaei,3,
5/13/2023,2,Honaunau_1,6,L12,5.2,Echinometra mathaei,3.5,
5/13/2023,2,Honaunau_1,6,L12,5.2,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,L12,5.2,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,L12,5.2,Echinometra mathaei,2.5,
5/13/2023,2,Honaunau_1,6,L12,5.2,Echinometra mathaei,1.5,
5/13/2023,2,Honaunau_1,6,L12,5.2,Echinometra mathaei,3,
5/13/2023,2,Honaunau_1,6,L12,5.2,Heterocentrotus mamillatus,4.5,
5/13/2023,2,Honaunau_1,6,L12,5.2,Heterocentrotus mamillatus,4,
5/13/2023,2,Honaunau_1,6,L12,5.2,Tripneustes gratilla,6.5,
5/13/2023,2,Honaunau_1,6,L13,5.9,Echinometra mathaei,2.5,Tripneustes gratilla test
5/13/2023,2,Honaunau_1,6,L13,5.9,Echinometra mathaei,1.5,
5/13/2023,2,Honaunau_1,6,L13,5.9,Echinometra mathaei,1,
5/13/2023,2,Honaunau_1,6,L13,5.9,Echinometra mathaei,2.5,
5/13/2023,2,Honaunau_1,6,L13,5.9,Echinometra mathaei,1.5,
5/13/2023,2,Honaunau_1,6,L13,5.9,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,L13,5.9,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,L13,5.9,Echinometra mathaei,4,
5/13/2023,2,Honaunau_1,6,L13,5.9,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,L13,5.9,Echinometra mathaei,3,
5/13/2023,2,Honaunau_1,6,L13,5.9,Echinometra mathaei,0.5,
5/13/2023,2,Honaunau_1,6,L13,5.9,Echinometra mathaei,0.5,
5/13/2023,2,Honaunau_1,6,L13,5.9,Echinometra mathaei,2.5,
5/13/2023,2,Honaunau_1,6,L13,5.9,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,L13,5.9,Echinometra mathaei,3.5,
5/13/2023,2,Honaunau_1,6,L13,5.9,Echinometra mathaei,2.5,
5/13/2023,2,Honaunau_1,6,L13,5.9,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,L13,5.9,Echinometra mathaei,2.5,
5/13/2023,2,Honaunau_1,6,L13,5.9,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,L13,5.9,Echinometra mathaei,1.5,
5/13/2023,2,Honaunau_1,6,L13,5.9,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,L14,5.7,Echinometra mathaei,1,
5/13/2023,2,Honaunau_1,6,L14,5.7,Echinometra mathaei,1.5,
5/13/2023,2,Honaunau_1,6,L14,5.7,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,L14,5.7,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,L14,5.7,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,L14,5.7,Echinometra mathaei,2,
5/13/2023,2,Honaunau_1,6,L14,5.7,Echinometra mathaei,3,
5/13/2023,2,Honaunau_1,6,L14,5.7,Echinometra mathaei,2,
